REF_DATE,GEO,Size of area of residence,"Household expenditures, summary-level categories",VALUE
2021,Canada,"Population centre 250,000 to 499,999",Domestic and other custodial services (excluding child care),162
2021,Canada,"Population centre 250,000 to 499,999",Pet expenses,945
2021,Canada,"Population centre 250,000 to 499,999",Pet food and pet-related goods,450
2021,Canada,"Population centre 250,000 to 499,999",Purchase of pets,97
2021,Canada,"Population centre 250,000 to 499,999",Veterinarian and other services,398
2021,Canada,"Population centre 250,000 to 499,999",Household cleaning supplies and equipment,251
2021,Canada,"Population centre 250,000 to 499,999",Detergent and other soaps,106
2021,Canada,"Population centre 250,000 to 499,999",Cleaning equipment (non-electric),
2021,Canada,"Population centre 250,000 to 499,999",Other household cleaning supplies,127
2021,Canada,"Population centre 250,000 to 499,999","Paper, plastic and foil supplies",344
2021,Canada,"Population centre 250,000 to 499,999",Stationery (excluding school supplies),99
2021,Canada,"Population centre 250,000 to 499,999",Other paper supplies,194
2021,Canada,"Population centre 250,000 to 499,999",Plastic and foil supplies,50
2021,Canada,"Population centre 250,000 to 499,999",Garden supplies and services,438
2021,Canada,"Population centre 250,000 to 499,999","Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",255
2021,Canada,"Population centre 250,000 to 499,999","Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",
2021,Canada,"Population centre 250,000 to 499,999","Groundskeeping services, snow and garbage removal",139
2021,Canada,"Population centre 250,000 to 499,999",Other household supplies,177
2021,Canada,"Population centre 250,000 to 499,999",Child care,356
2021,Canada,"Population centre 250,000 to 499,999",Child care outside the home,319
2021,Canada,"Population centre 250,000 to 499,999",Child care in the home (regular and occasional),38
2021,Canada,"Population centre 250,000 to 499,999",Household furnishings and equipment,3117
2021,Canada,"Population centre 250,000 to 499,999",Household furnishings,1354
2021,Canada,"Population centre 250,000 to 499,999",Furniture,960
2021,Canada,"Population centre 250,000 to 499,999","Rugs, mats and underpadding",94
2021,Canada,"Population centre 250,000 to 499,999","Works of art, carvings and other decorative ware",89
2021,Canada,"Population centre 250,000 to 499,999",Linens,106
2021,Canada,"Population centre 250,000 to 499,999","Other household furnishings (curtains, mirrors and picture frames)",105
2021,Canada,"Population centre 250,000 to 499,999",Household equipment,1505
2021,Canada,"Population centre 250,000 to 499,999",Household appliances,761
2021,Canada,"Population centre 250,000 to 499,999",Refrigerators and freezers,151
2021,Canada,"Population centre 250,000 to 499,999",Microwave ovens and cooking appliances,177
2021,Canada,"Population centre 250,000 to 499,999","Washers, dryers and dishwashers",169
2021,Canada,"Population centre 250,000 to 499,999","Room air conditioners, portable humidifiers and dehumidifiers",53
2021,Canada,"Population centre 250,000 to 499,999",Other electric equipment and appliances (including parts and attachments),
2021,Canada,"Population centre 250,000 to 499,999",Other household equipment,744
2021,Canada,"Population centre 250,000 to 499,999",Home and workshop tools and equipment,215
2021,Canada,"Population centre 250,000 to 499,999","Lawn, garden and snow-removal equipment and tools",242
2021,Canada,"Population centre 250,000 to 499,999",Non-electric kitchen and cooking equipment,82
2021,Canada,"Population centre 250,000 to 499,999","Other household equipment, parts and accessories",205
2021,Canada,"Population centre 250,000 to 499,999","Maintenance, rental, repairs and services related to household furnishings and equipment",128
2021,Canada,"Population centre 250,000 to 499,999",Services related to household furnishings and equipment,130
2021,Canada,"Population centre 250,000 to 499,999",Rental of heating equipment,74
2021,Canada,"Population centre 250,000 to 499,999",Home security services,55
2021,Canada,"Population centre 250,000 to 499,999",Clothing and accessories,2196
2021,Canada,"Population centre 250,000 to 499,999",Women's and girls' wear (women and girls aged 14 years and over),794
2021,Canada,"Population centre 250,000 to 499,999",Clothing (women and girls aged 14 years and over),594
2021,Canada,"Population centre 250,000 to 499,999",Footwear (women and girls aged 14 years and over),200
2021,Canada,"Population centre 250,000 to 499,999",Men's and boys' wear (men and boys aged 14 years and over),551
2021,Canada,"Population centre 250,000 to 499,999",Clothing (men and boys aged 14 years and over),353
2021,Canada,"Population centre 250,000 to 499,999",Footwear (men and boys aged 14 years and over),198
2021,Canada,"Population centre 250,000 to 499,999",Children's wear (children under 14 years of age),298
2021,Canada,"Population centre 250,000 to 499,999",Clothing and cloth diapers (children under 14 years of age),208
2021,Canada,"Population centre 250,000 to 499,999",Footwear (children under 14 years of age),91
2021,Canada,"Population centre 250,000 to 499,999",Athletic footwear,177
2021,Canada,"Population centre 250,000 to 499,999",Accessories,87
2021,Canada,"Population centre 250,000 to 499,999",Watches and jewellery,85
2021,Canada,"Population centre 250,000 to 499,999","Clothing material, yarn, thread and other notions",73
2021,Canada,"Population centre 250,000 to 499,999",Clothing services,129
2021,Canada,"Population centre 250,000 to 499,999","Laundromats, dry-cleaning and laundry services",66
2021,Canada,"Population centre 250,000 to 499,999","Services for clothing, footwear and jewellery",63
2021,Canada,"Population centre 250,000 to 499,999",Transportation,10808
2021,Canada,"Population centre 250,000 to 499,999",Private transportation,10218
2021,Canada,"Population centre 250,000 to 499,999","Private use automobiles, vans and trucks",5093
2021,Canada,"Population centre 250,000 to 499,999","Purchase of automobiles, vans and trucks",4789
2021,Canada,"Population centre 250,000 to 499,999",Automobiles (purchase),1158
2021,Canada,"Population centre 250,000 to 499,999","Vans (including mini-vans, purchase)",
2021,Canada,"Population centre 250,000 to 499,999","Trucks (including sport utility vehicles, purchase)",3304
2021,Canada,"Population centre 250,000 to 499,999","Accessories for automobiles, vans and trucks",31
2021,Canada,"Population centre 250,000 to 499,999","Fees for leased automobiles, vans and trucks",273
2021,Canada,"Population centre 250,000 to 499,999","Regular fees for leased automobiles, vans and trucks",260
2021,Canada,"Population centre 250,000 to 499,999",Regular fees for leased automobiles,136
2021,Canada,"Population centre 250,000 to 499,999",Regular fees for leased vans and trucks,125
2021,Canada,"Population centre 250,000 to 499,999","Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",
2021,Canada,"Population centre 250,000 to 499,999","Rented automobiles, vans and trucks",33
2021,Canada,"Population centre 250,000 to 499,999","Automobile, van and truck operations",5092
2021,Canada,"Population centre 250,000 to 499,999","Registration fees for automobiles, vans and trucks (including insurance if part of registration)",502
2021,Canada,"Population centre 250,000 to 499,999",Private and public vehicle insurance premiums,1172
2021,Canada,"Population centre 250,000 to 499,999","Tires, batteries, and other parts and supplies for vehicles",253
2021,Canada,"Population centre 250,000 to 499,999",Maintenance and repairs of vehicles,804
2021,Canada,"Population centre 250,000 to 499,999","Vehicle operation, security and communication services",47
2021,Canada,"Population centre 250,000 to 499,999",Gas and other fuels (all vehicles and tools),2068
2021,Canada,"Population centre 250,000 to 499,999",Parking (excluding parking fees included in rent and traffic and parking tickets),174
2021,Canada,"Population centre 250,000 to 499,999","Drivers' licences and tests, and driving lessons",73
2021,Canada,"Population centre 250,000 to 499,999",Drivers' licences and tests,34
2021,Canada,"Population centre 250,000 to 499,999",Driving lessons,39
2021,Canada,"Population centre 250,000 to 499,999",Public transportation,590
2021,Canada,"Population centre 250,000 to 499,999","City or commuter bus, subway, streetcar and commuter train",84
2021,Canada,"Population centre 250,000 to 499,999",Taxi (including tips),46
2021,Canada,"Population centre 250,000 to 499,999",Peer-to-peer ride services,78
2021,Canada,"Population centre 250,000 to 499,999",Other local passenger transportation,37
2021,Canada,"Population centre 250,000 to 499,999",Airplane,201
2021,Canada,"Population centre 250,000 to 499,999",Inter-city bus,
2021,Canada,"Population centre 250,000 to 499,999",Other inter-city passenger transportation services,17
2021,Canada,"Population centre 250,000 to 499,999",Household moving and storage services,127
2021,Canada,"Population centre 250,000 to 499,999",Health care,2733
2021,Canada,"Population centre 250,000 to 499,999",Direct health care costs to household,2154
2021,Canada,"Population centre 250,000 to 499,999","Prescribed medicines, pharmaceutical products and cannabis for medical use",433
2021,Canada,"Population centre 250,000 to 499,999",Prescribed medicines and pharmaceutical products,393
2021,Canada,"Population centre 250,000 to 499,999",Cannabis for medical use,
2021,Canada,"Population centre 250,000 to 499,999","Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",674
2021,Canada,"Population centre 250,000 to 499,999",Health care services,268
2021,Canada,"Population centre 250,000 to 499,999",Health care practitioners (excluding general practitioners and specialists),155
2021,Canada,"Population centre 250,000 to 499,999",Health care by general practitioners and specialists,36
2021,Canada,"Population centre 250,000 to 499,999","Weight control programs, smoking cessation programs and other medical services",64
2021,Canada,"Population centre 250,000 to 499,999","Hospital care, nursing homes and other residential care facilities",
2021,Canada,"Population centre 250,000 to 499,999",Eye-care goods and services,272
2021,Canada,"Population centre 250,000 to 499,999",Prescription eye wear,186
2021,Canada,"Population centre 250,000 to 499,999",Non-prescription eye wear and other eye-care goods,
2021,Canada,"Population centre 250,000 to 499,999","Eye-care services (e.g. surgery, exams)",64
2021,Canada,"Population centre 250,000 to 499,999",Dental services,508
2021,Canada,"Population centre 250,000 to 499,999",Private health insurance plan premiums,579
